web-scraper-order,web-scraper-start-url,bag,bag-href,metin,tarih
"1549469826-1162","http://www.milliyet.com.tr/haberler/ibm?PAGE=14","Dünyanın en güçlü 16’ncı kadını seçildi","http://www.milliyet.com.tr/dunyanin-en-guclu-16-nci-kadini/gundem/detay/1849765/default.htm","ABD’de yayımlanan saygın haber dergisi TIME’ın bu ayki sayısında yer verdiği “En Güçlü Kadınlar” listesinde Sabancı Holding Yönetim Kurulu Başkanı Güler Sabancı da yer aldı. 16’ncı sırada bulunan Sabancı, listedeki tek Türkiye vatandaşı oldu. Listenin ilk sırasında yer alan General Motors’un CEO’su Marry Barra’yı IBM CEO’su Ginni Rommetty ve PepsiCo CEO’su Indra Nooyi izledi. Sabancı, Fortune dergisinin yayımladığı listede de 16’ncı sırada yer almıştı. Fortune’un geçen yıl yayımladığı listede ise ikinci sıradaydı. İngiltere’nin iş çevrelerinde etkin gazetesi Financial Times ise iş dünyasının zirvesindeki kadınları sıraladığı listede Sabancı’ya üçüncğ sırada yer vermişti.","11.03.2014  -              02:30 | Son Güncelleme:  11.03.2014-2:30"
"1549485113-1304","http://www.milliyet.com.tr/haberler/ibm?PAGE=6","İNDİR.COM MOBİL UYGULAMA ÖDÜLLERİ SAHİPLERİNİ BULDU","http://www.milliyet.com.tr/indir-com-mobil-uygulama-odulleri-sahiplerini-istanbul-yerelhaber-812476/","IHA","29 Mayıs 2015 - 15:48"
"1549445346-860","http://www.milliyet.com.tr/haberler/ibm?PAGE=30","IBM’in 3. çeyrek karı yüzde 20 arttı","http://www.milliyet.com.tr/ibm-in----ceyrek-kari-yuzde----artti-ekonomi-1001066/","IBM’in 3. çeyrek karı yüzde 20 arttı. 
IBM Corp’dan yapılan açıklamada, şirketin Temmuz-Eylül dönemini içeren 3. çeyrekte, bir önceki yılın aynı dönemine göre 2,8 milyar dolar (hisse başına 2,05 dolar) kar elde ettiği bildirildi. 
Şirketin satışları, 3. çeyrekte beklentilerin altında kalarak yüzde 5 artıp 25,3 milyar dolar oldu. Kur dalgalanmaları dışarıda tutulduğunda ise satışlar yüzde 2 oranında artmış oldu.","09.10.2008                    13:48                      | Son Güncelleme:09.10.2008-13:48"
"1549460924-991","http://www.milliyet.com.tr/haberler/ibm?PAGE=23","İlkokul diploması bile yok ama...","http://www.milliyet.com.tr/ilkokul-diplomasi-bile-yok-ama-/dunya/dunyadetay/19.10.2010/1303498/default.htm","Londra’da yaşayan Türk işadamı Hüseyin Özer, Amerikan bilgisayar şirketi IBM’in (International Business Machines-Uluslararası İş Makineleri) düzenlediği ‘Yiyecek İçecek Sektörü Çözümü Toplantısı’na konuşmacı olarak katılacak. İlkokul mezunu bile olmayan Özer, burada yapacağı 45 dakikalık konuşma için 50 bin dolar yani yaklaşık 70 bin TL alacak.

Amerikan bilgisayar şirketi IBM’in İstanbul’un Levent ilçesindeki binasında 22 Ekim Cuma günü gerçekleştireceği ‘Yiyecek İçecek Sektörü Çözümü Toplantısı’na, dünyanın bir çok ülkesinden yerli ve yabancı çok sayıda restorant işletmeci katılıyor.

IBM, toplantıya Londra’dan konuşmacı olarak davet ettiği Türk işadamı Hüseyin Özer’e, burada yapacağı 45 dakikalık konuşma için toplam 50 bin dolar ödeyecek.IBM ayrıca, ünlü işadamını birinci sınıf uçak bileti ve lüks otel masraflarınıda karşılıyor. Hüseyin Özer DHA muhabirinin sorularını yanıtladı. Tokat Reşadiye doğan ve ilkokul diploması olmamasına rağmen dünyanın önde gelen üniversitelerinde düzenlenen konferanslara konuşmacı olarak katılan Hüseyin Özer, “IBM, restorancıları toplamış, sanırım onlara bilgisayar satacak. Konuşmacı olarak da beni çağırmışlar. İlk olarak İstanbul’da 500 kişinin katıldığı bir konferansta konuşma yapmıştım. Bu sırada IBM yetkilileri de orada bulunuyormuş. Herhalde hoşlarına gitmiş...Para teklif ettiler. Ben de tamam o kadar yeter dedim.İlk defa ücretli konuşma yapacağım böylece” dedi.

DAKİKASI 1000 DOLARA KONUŞACAKIBM’in yaptığı teklife ilk olarak sıcak bakmadığını vurgulayan Özer, “İşim var, gücüm var gelemem dedim. Ondan sonra para teklif ettiler. Bende ‘parayı vakfa bağışlayacağım’ diyerek kabul ettim.Bizim bütün sistemlerimiz değişiyor.IBM, restorantamızın bilgisayar sistemini yeniden kurmayı kabul etti.Böylece bir anlaşma yaptık. Doğrusunu söylemek gerekirse 50 bin dolar.Yani dakikası 1000 doları geçiyor sanırım.Burasının vakıf olması nedeniyle bu para zaten benim olmayacak. Vakfa giden para. Umarım restorancılar beni dinlemek ve benimle sohbet etmekten memnun kalırlar. Umarım IBM’de sevinir bu işe ve bol bol bilgisayar satarlar” diye konuştu.

“İLKOKULA GİTMEDİ, ÜNİVERSİTELERDE NUTUK ATIYOR”İngiltere’nin saygın üniversitelerinden Wesminister Üniversitesi yetkililerinden aldığı işbirliği teklifinin ardından bu üniversite tarafından ‘eğitmen’ ünvanına sahip olan Özer, “Kendi restorantımda öğretim üyesiyim zaten. Sürekli öğretiyorum. Middlesex Üniversitesi’nden geldiler: “Çok restorancı çıkarıyor, çok insan yetiştiriyorsun. Gel beraber yapalım bu işi” dediler. Bende ‘olur, buyurun birlikte yapalım’ dedim. Middlesex Üniversitesi ile Özer Restorant birleşti şu anda.Ben oraya gidip ders vermiyorum. Benim bölümümü burada yapıyorum. Kendi bölümleri için de onlar buraya geliyorlar.Gençler üniversiteye oraya gitmiyorlar. Sadece kaydını oraya yaptırıyorlar sadece.Bizde çalışıyorlar.Haward Üniversitesi gibi...Maaş alacak, yemek yiyecek ve bir de sertifika alacaklar. Şu anda deneme durumunda.Talep oldukça fazla. Zaten üniversite olduk.İlk defa bir restorant üniversite oldu. Bende hoca oluyorum burada” şeklinde ifade etti.

ÖZER RESTORANT ÜNİVERSİTE OLDUÖzer şöyle devam etti: “Benim bir İngilizce öğretmenim vardı. Bir gün bana şunu söyledi: “Regent Street’te bir deli var.Önüne gelene “siz delisiniz” diyormuş. Onlarda “sen delisin’ dedikleri zamanda, raporu çıkartıp “bakın hastaneden yeni çıktım.Deli raporum var benim” diyormuş. Şimdi bu da ona benziyor. İlkokul mezunu değilim ama yazarlık yapıyorum, yazı yazıyorum bazen. Bütün dünyada satan bir “Sofra Cook” diye bir kitabım var. Dünya’nın en büyük kitapçısı yazdırdı bana. Teklif onlardan geldi. O kitapta vakfa aitti. Bunun üzerine, geçenlerde Westminister Üniversitesi’nden bir kişi yazı göndermiş “sana bir diploma verelim ” diyor. Bende ‘teşekkür ederim verin’ dedim. Daha almadım diplomayı. Alırsam cebimde taşıyağım. IMB’in teklifini cebimde taşıyamıyorum. Şimdi ‘ilkokula gitmemiş millete nutuk atıyor’ diyecekler. Deli raporunu cebinden çıkaran adam gibi olacağım...Daha o duruma gelmedim. Diplomayı alayım üniversiteden ondan sonra...Şimdi sadece konuşmaya gidiyorum. Daha önce gittiğimde çok sevmişler. 20 dakikalık konuşmayı 35 dakikada ancak bitirebildim. Çok eğlenceli olmuştu. Umarım bu defa da öyle olur.”","19.10.2010  -              12:09 | Son Güncelleme:  19.10.2010-12:31"
"1549480882-1258","http://www.milliyet.com.tr/haberler/ibm?PAGE=9","Bilişimin kaybetmeyen kadın lideri","http://www.milliyet.com.tr/bilisimin-kaybetmeyen-kadin-lideri-pembenar-yazardetay-saglik-2376519/","null","null"
"1549452803-924","http://www.milliyet.com.tr/haberler/ibm?PAGE=26","HP 3.1 milyar dolara 3Com’u satın aldı","http://www.milliyet.com.tr/hp-----milyar-dolara--com-u-satin-aldi-ekonomi-1161276/","Şirket böylece Cisco’ya bu alanda ciddi rakip olacak. Anlaşma, IBM’den Oracle’a kadar teknoloji devlerinin, birbirlerinin pazarlarına sızmaya yönelme eğilimlerini en yeni örneği olarak görülüyor. HP, 3Com’a hisse başına 7.9 dolar  ödeyecek. 3Com hisseleri 30 üzerinde değer kazandı.","13.11.2009                    00:45                      | Son Güncelleme:13.11.2009-0:45"
"1549490903-1359","http://www.milliyet.com.tr/haberler/ibm?PAGE=3","Intel insan beynini taklit edebilen bir AI çipi geliştirdi","http://www.milliyet.com.tr/intel-insan-beynini-taklit-teknoloji-haber-2526918/","null","null"
"1549446828-875","http://www.milliyet.com.tr/haberler/ibm?PAGE=29","E-mail bağımlılığından kurtulmanın yolları!","http://www.milliyet.com.tr/e-mail-bagimliligindan-kurtulmanin-yollari--internet-1021476/","null","null"
"1549482529-1274","http://www.milliyet.com.tr/haberler/ibm?PAGE=8","İŞ DÜNYASININ KÜRESEL LİDERLERİ TÜRKİYE’DE BULUŞUYOR","http://www.milliyet.com.tr/is-dunyasinin-kuresel-liderleri-turkiye-istanbul-yerelhaber-62780/","IHA","05 Mart 2014 - 15:07"
"1549465881-1128","http://www.milliyet.com.tr/haberler/ibm?PAGE=15","Ann Mayer’ı hafife almayın","http://www.milliyet.com.tr/ann-mayer-i-hafife-almayin/resul-buksur/pazar/yazardetay/26.05.2013/1714099/default.htm","Genç, bilgisayar mühendisi, teknoloji girişimcisi, dolar milyoneri, hırslı bir yönetici ve taze anne... Marissa Ann Mayer, satın aldıkları Tumblr’la Yahoo’yu ayağa kaldırmakta iddialı","26.05.2013  -          02:30"
"1549463714-1038","http://www.milliyet.com.tr/haberler/ibm?PAGE=20","İşte Türkiye nin en değerli markası","http://www.milliyet.com.tr/iste-turkiye-nin-en-degerli-markasi-ekonomi-1433869/","Onu 2 milyar 280 milyon dolar ile İş Bankası, 1 milyar 898 milyon dolar marka portföy değeri ile Turkcell İletişim Hizmetleri AŞ takip ediyor.","02.09.2011                    13:28                      | Son Güncelleme:02.09.2011-13:36"
"1549463806-1057","http://www.milliyet.com.tr/haberler/ibm?PAGE=19","iPhone u utandıran telefon!","http://www.milliyet.com.tr/iphone-u-utandiran-telefon--mobildunya-1484417/","null","null"
"1549481862-1266","http://www.milliyet.com.tr/haberler/ibm?PAGE=8","Girişimci gençler eğitim kampında","http://www.milliyet.com.tr/girisimci-gencler-egitim-kampinda-gundem-2415052/","null","17.03.2017                    02:30                      | Son Güncelleme:17.03.2017-0:32"
"1549479623-1245","http://www.milliyet.com.tr/haberler/ibm?PAGE=9","‘Sağlıklı yaşamın sırrı çocukluktan başlıyor’","http://www.milliyet.com.tr/-saglikli-yasamin-sirri-gundem-2336546/","2008 yılından 2015 yılına kadar gazetemizde “Kalbimizi Dinleyelim” köşesinin yazarı olan ve uluslararası başarılarıyla bizi her zaman gururlandıran Prof. Dr. Murat Tuzcu düzenli yazılarına ara verdiğini “Veda” yazısıyla bizlere duyurmuştu. Bunun sebebi 30 yıldır çalışmakta olduğu ABD’nin Ohio eyaletindeki Cleveland Clinic hastanesi bünyesinde yeni bir göreve atanmış olmasıydı. Tuzcu, Birleşik Arap Emirlikleri’nin Abu Dhabi şehrinde yeni açılan Cleveland Clinic hastanesinin akademik yönetiminin sorumluluğunu ve kalp damar hastalıkları bölümünün başkanlığını üstlenmişti. Geçtiğimiz yılın aralık ayından bu yana uzak kaldığımız Tuzcu’yla geçen hafta buluştuk.","31.10.2016                    02:30                      | Son Güncelleme:31.10.2016-0:30"
"1549463710-1037","http://www.milliyet.com.tr/haberler/ibm?PAGE=20","BEŞİ BİR ‘STEVE’ EDECEK Mİ?","http://www.milliyet.com.tr/besi-bir-steve-edecek-mi--ekonomi-1432489/","Apple’ın bugünlere gelmesinde en büyük rolü üstlenen şirketin kurucularından Steve Jobs’un kanser hastalığının ilerlemesinin ardından CEO’luk görevini bırakmasıyla, finans ve teknoloji dünyasında Jobs’un yerinin, doldurulup doldurulamayacağı büyük tartışma konusu. Mac, iPod, iPhone, iPad gibi ürünlerle bilgisayar, müzik, cep telefonu ve tablet dünyasında adeta devrimlere imza atan Apple’ın, Jobs’un ayrılığı sonrası bu yaratıcı yönünün zayıflayacağı öne sürülüyor. Her ne kadar Steve Jobs, halefi Tim Cook’un başta iPhone 4 ve iPad üzerinde büyük emeği olduğunu söylese de endüstride bu ürünlerin Jobs sayesinde hayat bulduğu görüşü hakim.
Jobs’un ayrılığı sonrası başta yeni CEO Tim Cook olmak üzere şirketin operasyonel yönetiminde etkili isimlerden art arda “Apple inovatif ve parlak bir şirket olmaya devam edecek” söylemi geldi. Apple’ın son yıllarda atağa kalkmasında, 350 milyar dolarlık piyasa değeriyle dünyanın en değerli şirketi 141 yıllık petrol devi Exxon’a kafa tutmasında Steve Jobs’la birlikte büyük rolü olan bu beşli yeni dönemde ağır bir yükü üzerlerinde taşıyacak gibi görünüyor.


En büyük yük yeni CEO’nun sırtında
Steve Jobs’un 2009’daki karaciğer nakli operasyonunun öncesi ve sonrasında verdiği kısa aralarda onun pozisyonunu vekaleten yürüten Tim Cook, Jobs’un ayrılığı sonrası Apple’ın yeni CEO’su oldu. Jobs ayrılık mektubunda, CEO’luk için ‘kesinlikle Tim Cook’u tavsiye ederim’ dedi. Cook, bu atamanın öncesinde şirketin operasyonlarından sorumlu en tepe yöneticisi (COO) olarak çalışıyordu. Apple 1998 yılında katılan Tim Cook o dönemde Başkan yardımcısı pozisyonuyla transfer oldu.
Bu görev sonrası Apple’ın üretim sürecinde yeniliklere imza atan Cook, sipariş, planlama, gecikmeler ve tedarik konularında oldukça önemli değişimlerin hayata geçmesini sağladı. Cook ayrıca iPhone 4 ve iPad gibi ürünlerin geliştirme sürecinde Jobs ile yakın çalıştı. Apple öncesinde bir dönemin bilgisayar devi Compaq’ın (HP 2001’de satın aldı) tedarik zincirinin başında olan Cook, öncesinde de IBM’de çalıştı.


Finansçı, teknoloji ve tasarıma da bakıyor
Apple’da finans işlerinin başında olan Peter Oppenheimer, teknoloji devine 1996 yılında katıldı. Bu tarihe kadar birçok farklı şirkette CEO olarak görev yaptı. Apple’la birlikte teknoloji sektörüne koltuğuna yeniden oturdu ve finansın yanı sıra teknoloji, tasarım konularında Steve Jobs’un sürekli yanında yer aldı. Tim Cook’un CEO olmasına büyük destek verdi.


Apple sihrinin pazarlama dahisi
Apple’ın marka değerinin zirveye çıkışında büyük rolü olan isimlerin başında Jobs’la birlikte Schiller’in adı ilk sıralarda geliyor. Philip Schiller, şirketin pazarlama tarafında en tepe yöneticisi olarak görev yapıyor. Apple’ın pazarlama dahisi olarak biliniyor. Apple ürünlerinin pazarlama tarafında rakiplerinin açık ara önde gitmesinde büyük rol üstlenen Schiller, Jobs’un yeni ürün sunumlarını hazırladı, tanıtımlarda hep yanında oldu, çoğunda birlikte sahne aldı. Schiller’in geçmişi de Jobs’la benzerlikler taşıyor. O da aynen Jobs’un Apple’dan ayrılığı gibi 80’lerde çalıştığı şirketten kovuldu ardından aynı şirketin başına geçti. 1997 yılında Jobs’la el sıkışan Schiller o tarihten bu yana Apple’da çalışıyor.


Bol ödüllü tasarımcı ‘yeni cihaz’ peşinde
iPhone, iPad, ince seri MacBook ve onlarca farklı yeni ürünün dünyanın dört bir yanında tasarım ödülleri almasının arkasındaki en önemli isim olan Jonathan Ive, teknoloji, donanım adına da şirkette etkili biri olarak biliniyor. Apple’a 1996’da katılan Ive, şirketin bu tarihten sonraki hızlı çıkışında altına imza attığı tasarımlarla büyük rol oynadı. Orijinal iMac, iPod ve iPhone ürünlerin  Jobs’la birlikte geliştirdikleri ürünlerin başında geliyor. Jonathan Ive bu sayede onlarca farklı tasarım ödülüne layık görüldü. Ive, tasarımla birlikte yeni ürün fikirleriyle de şirkete büyük katkı yaptı.


Teknoloji işleri ondan soruluyor
Apple’ın teknoloji, Ar-Ge, inovasyon tarafında en tepe yöneticisi olan Scott Farstall, Steve Jobs’un başlangıçtan bu yana zayıf olduğu alanların başında gelen mühendislik tarafında Apple’a büyük katkı yaptı. Forstall, sadece donanım adına değil yazılım işlerinde de şirketin sürekli yenilikçi ve kullanıcıyı etkileyen ürünleri çıkarmasına ön ayak oldu. Steve Jobs’la birlikte Next’te birlikte çalışan Forstall, Apple Next’i 1997’de satın alıp, Jobs şirkete geri döndükten sonra Apple’da birlikte çalışmaya başladı. Şu an kullanılan Mac işletim sisteminin (OS X) mimarı olan Forstall, Stanford mezunu.","30.08.2011                    02:30                      | Son Güncelleme:29.08.2011-0:07"
"1549463902-1072","http://www.milliyet.com.tr/haberler/ibm?PAGE=18","Bir markamız bile yok","http://www.milliyet.com.tr/bir-markamiz-bile-yok/feyzi-hepsenkal/ege/yazardetay/21.03.2012/1518035/default.htm","","21.03.2012  -          02:30"
"1549482074-1269","http://www.milliyet.com.tr/haberler/ibm?PAGE=8","Dünyanın en iyi teknoloji okulu","http://www.milliyet.com.tr/yazarlar/menderes-ozel/dunyanin-en-iyi-teknoloji-okulu-2421529/","Daha önce de bahsettiğimiz gibi teknolojinin devlet politikası olduğu İsrail’de gençler rotasını büyük ölçüde orduda belirliyor. Yoksul, kimsesiz çocukların hayata kazandırılmasına adanan ordu birimleri olduğu gibi, parlak gençleri birer teknoloji dehasına, startup makinesine dönüştüren birimler de var. Birim 8200 de onlardan biri.","null"
